
 id                  | input                                                                     | target
 1320026323373465603 |    [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320026685748711424 |                                [[1, 0, 0, 0], [1, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320026991064764416 |    [[3, 0, 0, 0], [3, 0, 0, 0], [3, 0, 0, 0], [2, 0, 0, 0], [1, 0, 0, 0]] |          null
 1320032273698328580 |                                                            [[0, 0, 0, 0]] |          null
 1320031005516959746 |    [[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320028209333833730 |                  [[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0]] |          null
 1320024587283755011 |                  [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 0]
 1320028345287860224 | [[12, 1, 0, 10], [10, 1, 0, 8], [9, 0, 0, 6], [4, 0, 0, 3], [2, 0, 0, 3]] |          null
 1320026585479536640 |    [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320031762462986240 |                                [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320021552792915969 |                  [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 0]
 1320027307159896065 |    [[0, 0, 1, 0], [0, 0, 1, 0], [0, 0, 1, 0], [0, 0, 1, 0], [0, 0, 1, 0]] |          null
 1320030761240662016 |    [[0, 0, 0, 1], [0, 0, 0, 1], [0, 0, 0, 1], [0, 0, 0, 1], [0, 0, 0, 1]] |          null
 1320025755418546176 |                  [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320029077990862848 |                  [[5, 0, 6, 0], [3, 0, 4, 0], [2, 0, 3, 0], [0, 0, 1, 0]] |          null
 1320022782651019264 |                  [[1, 0, 0, 0], [1, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [1, 0, 0, 0]
 1320031001670782977 |    [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320028922260705288 |    [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320026333326372866 |    [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320024241266413569 |    [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 0]
 1320030423548940290 |                  [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320032090180694016 |                                                            [[0, 0, 0, 0]] |          null
 1320022719237337090 |    [[7, 0, 0, 0], [6, 0, 0, 0], [5, 0, 0, 0], [4, 0, 0, 0], [0, 0, 0, 0]] | [10, 0, 0, 0]
 1320025474567827456 |                                [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320024923713261569 |    [[0, 0, 1, 0], [0, 0, 1, 0], [0, 0, 1, 0], [0, 0, 1, 0], [0, 0, 0, 0]] |          null
 1320028816899624960 |                  [[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0]] |          null
 1320023131508019201 |    [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 0]
 1320031428831289345 |                                [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320024568845709312 |                  [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 0]
 1320027870039867394 |    [[1, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320029110652047361 |                  [[6, 0, 2, 0], [5, 0, 2, 0], [5, 0, 1, 0], [2, 0, 0, 0]] |          null
 1320025678805422082 |    [[4, 1, 0, 4], [2, 1, 0, 3], [2, 0, 0, 2], [1, 0, 0, 2], [1, 0, 0, 2]] |          null
 1320027606755004418 |    [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320024338658185222 |                  [[1, 0, 1, 0], [1, 0, 1, 0], [1, 0, 1, 0], [1, 0, 0, 0]] |          null
 1320031767290589185 |                                [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320025645494063105 |    [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320029198635905026 |    [[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320030415030263808 |                  [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320029745917186048 |                                              [[0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320028864949686272 |                  [[0, 0, 2, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320031335084445700 |                                [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320025045347954688 |    [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320025855347822596 |    [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null
 1320021939046379526 |    [[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [0, 0, 0, 0]] |  [1, 0, 0, 0]
 1320021952191369216 |    [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |  [0, 0, 0, 0]
 1320030420289884161 |                  [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |          null

 id                  | input                                                                            | target
---------------------+----------------------------------------------------------------------------------+----------------
 1320027423161843712 |                                       [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320027604003422209 |           [[0, 0, 3, 0], [0, 0, 3, 0], [0, 0, 3, 0], [0, 0, 3, 0], [0, 0, 2, 0]] |           null
 1320021976572887042 |        [[14, 0, 1, 4], [13, 0, 1, 4], [12, 0, 1, 3], [7, 0, 1, 1], [3, 0, 1, 0]] |  [22, 0, 1, 6]
 1320031335939977217 |                                       [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320024923935363072 |           [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320031754460291074 |                                       [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320021442189094917 |           [[3, 0, 0, 0], [3, 0, 0, 0], [3, 0, 0, 0], [2, 0, 0, 0], [0, 0, 0, 0]] |   [3, 0, 0, 0]
 1320024910136160256 |           [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320030674770972672 |                         [[0, 0, 1, 0], [0, 0, 1, 0], [0, 0, 1, 0], [0, 0, 0, 0]] |           null
 1320026266976780291 |                         [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320023125040529409 |           [[4, 0, 0, 0], [4, 0, 0, 0], [3, 0, 0, 0], [3, 0, 0, 0], [2, 0, 0, 0]] |   [4, 0, 0, 0]
 1320028598615658496 |                         [[3, 0, 0, 1], [3, 0, 0, 1], [3, 0, 0, 1], [1, 0, 0, 1]] |           null
 1320021615485202433 |                         [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |   [0, 0, 0, 0]
 1320024216914300930 |           [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |   [0, 0, 0, 0]
 1320027662207782914 |                                      [[0, 0, 13, 0], [0, 0, 8, 0], [0, 0, 3, 0]] |           null
 1320025584924127234 |           [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320022221977538560 |           [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |   [0, 0, 0, 0]
 1320026229723041793 |                         [[0, 0, 1, 0], [0, 0, 1, 0], [0, 0, 1, 0], [0, 0, 1, 0]] |           null
 1320031928851042305 |                                                                   [[1, 0, 3, 0]] |           null
 1320026171468320768 |                         [[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320024504500998150 |                         [[2, 0, 0, 1], [2, 0, 0, 1], [0, 0, 0, 0], [0, 0, 0, 0]] |   [3, 0, 0, 1]
 1320030589358014466 |                         [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320022866814009345 |       [[22, 1, 0, 6], [20, 0, 0, 5], [15, 0, 0, 3], [11, 0, 0, 1], [6, 0, 0, 1]] | [43, 2, 1, 12]
 1320026520983916545 |           [[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0]] |           null
 1320024226796011520 |           [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |   [0, 0, 0, 0]
 1320023549646721024 |                         [[1, 0, 3, 0], [1, 0, 3, 0], [1, 0, 3, 0], [0, 0, 2, 0]] |   [2, 0, 3, 0]
 1320022198304661504 |           [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |   [0, 0, 0, 0]
 1320021872843485184 |                         [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |   [0, 0, 0, 0]
 1320031930838970368 |                                                                   [[0, 0, 0, 0]] |           null
 1320027772769587201 |          [[11, 2, 4, 6], [8, 2, 3, 5], [7, 1, 2, 5], [3, 1, 2, 3], [1, 0, 0, 1]] |           null
 1320023295031476226 |                                       [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |   [0, 0, 0, 0]
 1320022539540721665 |                         [[2, 0, 0, 1], [2, 0, 0, 1], [2, 0, 0, 1], [2, 0, 0, 1]] |   [3, 0, 0, 2]
 1320026987205922816 |           [[5, 0, 2, 1], [2, 0, 2, 0], [1, 0, 1, 0], [1, 0, 0, 0], [1, 0, 0, 0]] |           null
 1320031175323299842 |                         [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320024582271762432 |                         [[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [0, 0, 0, 0]] |   [1, 0, 0, 0]
 1320023383052935170 |           [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |   [0, 0, 0, 0]
 1320027678007853057 |                                       [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320026253873827840 |                         [[2, 2, 0, 0], [2, 2, 0, 0], [2, 2, 0, 0], [1, 1, 0, 0]] |           null
 1320029699083538438 |                                                                   [[1, 0, 0, 0]] |           null
 1320026183971516417 |                         [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320024064338124800 |                                       [[9, 0, 0, 1], [8, 0, 0, 1], [7, 0, 0, 1]] |  [13, 0, 0, 1]
 1320024300452106244 |                         [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320026672918298625 |                                       [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320024419062837248 |           [[1, 0, 1, 1], [1, 0, 1, 1], [1, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |   [1, 0, 1, 1]
 1320022627092660230 |                         [[1, 0, 0, 1], [1, 0, 0, 1], [1, 0, 0, 1], [1, 0, 0, 1]] |   [1, 0, 0, 2]
 1320027854395084801 |           [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320024136232697857 |           [[6, 0, 2, 0], [5, 0, 2, 0], [5, 0, 2, 0], [3, 0, 2, 0], [2, 0, 0, 0]] |   [9, 0, 3, 0]
 1320031846005178369 |                                                     [[0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320022945880821767 |           [[1, 0, 0, 1], [1, 0, 0, 1], [1, 0, 0, 1], [1, 0, 0, 1], [1, 0, 0, 1]] |           null
 1320023894963769348 |           [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |   [0, 0, 0, 0]
 1320023870338961408 |           [[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [0, 0, 0, 0]] |   [2, 0, 0, 0]
 1320024983909896194 |                         [[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [0, 0, 0, 0]] |   [1, 0, 0, 0]
 1320027325866627074 |           [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320021547260776453 |                         [[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0]] |   [1, 0, 0, 0]
 1320030250957406208 |                         [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320024720796995586 |                         [[2, 0, 0, 0], [2, 0, 0, 0], [2, 0, 0, 0], [2, 0, 0, 0]] |   [2, 0, 0, 0]
 1320026989936275458 |           [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320032091854295041 |                                                                   [[0, 0, 0, 0]] |           null
 1320025736166555649 |                         [[0, 0, 1, 0], [0, 0, 1, 0], [0, 0, 1, 0], [0, 0, 1, 0]] |           null
 1320024822072705025 |                         [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |   [0, 0, 0, 0]
 1320027243150794754 |           [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320030078311538691 |           [[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0]] |           null
 1320025012229804032 |                         [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |   [0, 0, 0, 0]
 1320031340939612162 |                                       [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320027443516723200 |                                       [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320023292397355012 |                                       [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |   [0, 0, 0, 0]
 1320029912024186885 |                         [[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0]] |           null
 1320027359546806274 | [[70, 1, 2, 42], [53, 1, 1, 35], [43, 1, 1, 28], [36, 0, 0, 24], [21, 0, 0, 16]] |           null
 1320028573374255106 |                         [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320031001792421890 |           [[1, 0, 1, 1], [1, 0, 1, 1], [1, 0, 1, 1], [0, 0, 1, 0], [0, 0, 1, 0]] |           null
 1320027166063710208 |                         [[2, 0, 0, 0], [2, 0, 0, 0], [2, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320028189675167751 |                         [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320025811588665349 |           [[3, 0, 0, 2], [1, 0, 0, 1], [1, 0, 0, 1], [0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320026976292380672 |           [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320021377294819329 |                                       [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320027992970694656 |                         [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320022215442706432 |           [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |   [0, 0, 0, 0]
 1320024469021360128 |                         [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |   [0, 0, 0, 0]
 1320026816023846914 |           [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320022531743518721 |                         [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |   [0, 0, 0, 0]
 1320022294446522369 |                         [[1, 0, 1, 1], [1, 0, 1, 1], [1, 0, 1, 1], [1, 0, 1, 1]] |           null
 1320029831904530433 |           [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320030498257862658 |           [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320025761441411072 |                         [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320025327528280066 |           [[2, 1, 0, 2], [2, 1, 0, 2], [2, 1, 0, 2], [2, 0, 0, 2], [1, 0, 0, 1]] |           null
 1320027336587300864 |           [[3, 0, 0, 0], [3, 0, 0, 0], [3, 0, 0, 0], [3, 0, 0, 0], [3, 0, 0, 0]] |           null
 1320029362939260929 |                         [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320026159187435522 |                         [[1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0], [1, 0, 0, 0]] |           null
 1320026495927156737 |           [[4, 1, 0, 1], [2, 1, 0, 0], [2, 1, 0, 0], [2, 1, 0, 0], [2, 1, 0, 0]] |           null
 1320026900484542464 |                                       [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320029684348801025 |           [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320026432492371969 |                         [[4, 1, 0, 0], [3, 1, 0, 0], [1, 0, 0, 0], [0, 0, 0, 0]] |           null
 1320025335044374528 |           [[9, 1, 1, 0], [7, 1, 1, 0], [3, 1, 1, 0], [1, 1, 1, 0], [1, 0, 1, 0]] |           null
 1320029448595357696 |           [[9, 0, 0, 3], [9, 0, 0, 3], [9, 0, 0, 3], [6, 0, 0, 2], [4, 0, 0, 2]] |           null
 1320023036410712064 |                                       [[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]] |   [0, 0, 0, 0]
